gloss,length,source,attachment_id,user_id
ЦЕНА ЖАРИТЬ ТЫ ЖАДНО ЕСТЬ ОТТЕНОК МЕЖДУ,6,slovo_dictionary,synth_1259,synthetic
ВВЕРХ ЛИЧНЫЕ КАЧЕСТВА Г Я ЧУЖОЙ,5,slovo_dictionary,synth_1260,synthetic
СПРОСИТЬ РОТ ОШИБКА,3,slovo_dictionary,synth_1261,synthetic
НАПУГАННЫЙ ВНУТРЕННЕЕ В ТО ВРЕМЯ КАК,3,slovo_dictionary,synth_1262,synthetic
ИЗУЧИТЬ ПОЛОЖИТЕЛЬНЫЙ 7:45,3,slovo_dictionary,synth_1263,synthetic
КРЫСА БАБОЧКА НЕЛОВКИЙ; НЕУКЛЮЖИЙ НОЯБРЬ СЛАБОСТЬ БУТЫЛКА СЗАДИ ДЕШЁВЫЙ,8,slovo_dictionary,synth_1264,synthetic
МИЛОСЕРДНЫЙ НЕСЧАСТЬЕ СМОТРЕТЬ П Х БЕСПОКОИТЬСЯ ТОЖЕ ИНТЕЛЛЕКТУАЛЬНЫЙ,8,slovo_dictionary,synth_1265,synthetic
ЖЕНАТ СТАРЫЙ КОГОТЬ ЗУБЫ СЛЫШАТЬ СОТЫ ПРЕДУСМОТРИТЕЛЬНЫЙ,7,slovo_dictionary,synth_1266,synthetic
СНАЧАЛА ВОРОТНИК ТОЛЬКО,3,slovo_dictionary,synth_1267,synthetic
ТОЖЕ КОТОРЫЙ КЛЕТКА,3,slovo_dictionary,synth_1268,synthetic
2 ЧАСА ЧЕТЫРЕ ТЫСЯЧИ ОТКУСЫВАНИЕ КУСОК СЛАБЫЙ,5,slovo_dictionary,synth_1269,synthetic
Ш ЗАТЕМ; ПОТОМ Щ НЕРВНЫЙ,4,slovo_dictionary,synth_1270,synthetic
ПРЕЗРЕНИЕ КРУЖКА ЕЖЕДНЕВНЫЙ ПОВАР ВСЕ ПЛАТА ЗА ВХОД САМОВОСПРИЯТИЕ ТЕБЯ,8,slovo_dictionary,synth_1271,synthetic
ПЕРЕД ГОРДОСТЬ ОТВРАЩЕНИЕ АМБИЦИОЗНЫЙ,4,slovo_dictionary,synth_1272,synthetic
БУМАГА ЖЕНА УРОНИТЬ СНАЧАЛА СРАЗУ А ВРЕМЯ ДЛЯ ИЗМЕРЕНИЙ ИДТИ НРАВИТЬСЯ ИСПУГ,10,slovo_dictionary,synth_1273,synthetic
БОЛЬ ДЕСЯТЬ ЖАДНЫЙ НЕСЧАСТЬЕ ЗЛО ЗАВАРОЧНЫЙ ЧАЙНИК ВЕСЬ Ч НЕМЕДЛЕННО,9,slovo_dictionary,synth_1274,synthetic
Я ДЕВЯТЫЙ БУДУ,3,slovo_dictionary,synth_1275,synthetic
ИМЯ ДОВОЛЬСТВО НАБЛЮДАТЕЛЬНОСТЬ ОБЕСПОКОЕН МЫШЬ ПОЧВА ЗЛО,7,slovo_dictionary,synth_1276,synthetic
ДОМИНАНТНЫЙ МАГАЗИН МОТИВАЦИЯ ВРЕМЯ 11 ЧАСОВ,4,slovo_dictionary,synth_1277,synthetic
НЕПРОЗРАЧНОСТЬ БЫСТРЫЙ ПРИВЫК КАЛЕНДАРЬ ЗАВТРА ПЯТЫЙ ЖДАТЬ БЕГЕМОТ,8,slovo_dictionary,synth_1278,synthetic
НЕЖНЫЙ УПАСТЬ ДЕШЁВЫЙ ПЕЧАЛЬ ПУСТОЙ,5,slovo_dictionary,synth_1279,synthetic
СТО НАЧИНАТЬ ЛЮБИТЬ УГРЮМЫЙ ПЛОХО,5,slovo_dictionary,synth_1280,synthetic
ОПЯТЬ ВЕЛИКИЙ С ТЕХ ПОР КАК,3,slovo_dictionary,synth_1281,synthetic
МОДНЫЙ КУСОК МИЛЛИОН ПРОДЛЕВАТЬ СТРАДАНИЕ,5,slovo_dictionary,synth_1282,synthetic
РОГА НАЧИНАТЬ БЫТЬ ПРЕКРАСНЫЙ ЖЕЛАНИЕ,5,slovo_dictionary,synth_1283,synthetic
СТОРОНА МОТИВИРОВАТЬ ЗАВАРОЧНЫЙ ЧАЙНИК ПОМОЩНИК ПОВАРА ДЕРЖАТЬ,5,slovo_dictionary,synth_1284,synthetic
КРЫЛО ТЕМНОТА ЖАДНЫЙ ОТКРЫТЬ РАЗРЫДАТЬСЯ ВЧЕРА АГРЕССИВНЫЙ В СПЕШКЕ,8,slovo_dictionary,synth_1285,synthetic
СМЕХ КРЕВЕТКА ИНТЕРЕСНЫЙ ЛЮБОВЬ ПОЧЕМУ ПЕТУХ,6,slovo_dictionary,synth_1286,synthetic
ВЫСОКОМЕРНЫЙ ВОСХОД СОЛНЦА БЕСПОКОЯЩИЙ ДЕВЯТНАДЦАТЬ ВЫИГРЫШ ДОБРОПОРЯДОЧНОСТЬ ЯЗЫК ЗВЕРЬ,8,slovo_dictionary,synth_1287,synthetic
ПУТЕШЕСТВИЕ ЛЮБОВНЫЙ НЕДАВНИЙ БЕСПОКОЯЩИЙ,4,slovo_dictionary,synth_1288,synthetic
ЖАРИТЬ ЧТО-НИБУДЬ КАНУН ВЕСЬ ГОРЕ ВЫСОКИЙ НАХАЛЬНЫЙ,7,slovo_dictionary,synth_1289,synthetic
ДЕТСКИЙ ОСОБЕННО ИЗ-ЗА АГРЕССИВНЫЙ,4,slovo_dictionary,synth_1290,synthetic
ЗАБРАТЬ ДВЕНАДЦАТЬ ВЛЮБИТЬСЯ С ТЕХ ПОР КАК ТОГДА НАКРЫВАТЬ НА СТОЛ О ДОБРЫЙ ГРЯЗНЫЙ СКРОМНЫЙ,10,slovo_dictionary,synth_1291,synthetic
ВЗДРАГИВАТЬ ГРУБЫЙ СЛОВО,3,slovo_dictionary,synth_1292,synthetic
ТЁМНЫЙ ОДИНОКИЙ РАССЛАБИТЬСЯ,3,slovo_dictionary,synth_1293,synthetic
ДОВОЛЬНО ПРЕДЛОЖИТЬ ТОСТ СТОРОНА ПРИРУЧЕННЫЙ СЛИШКОМ АЛЛЕРГИЯ НА ЕДУ,6,slovo_dictionary,synth_1294,synthetic
ЗМЕЯ САРКАЗМ ДОЛЖЕН НЕМЕДЛЕННО,4,slovo_dictionary,synth_1295,synthetic
ЛОПАТА НЕУВАЖЕНИЕ МИЛОСЕРДНЫЙ ЗДЕСЬ ДЕВЯТНАДЦАТЬ ОТЛОЖЕННЫЙ ЗАКРЫТЬ ДИСТРЕСС,8,slovo_dictionary,synth_1296,synthetic
СКВОЗЬ КОШКА ЗМЕЯ ПОЗДНО ВНУТРЕННЕЕ ЖАДНОСТЬ ИСПОЛЬЗОВАТЬ ПРОДОЛЖИТЕЛЬНОСТЬ МЫШЬ,9,slovo_dictionary,synth_1297,synthetic
ИСПУГАННЫЙ ТАКОЙ ВОЛК НЕУДОБНО ТРИ ТЫСЯЧИ ВРЕМЯ ДЛЯ ИЗМЕРЕНИЙ ЧИТАТЬ,7,slovo_dictionary,synth_1298,synthetic
ВОЗРАДОВАТЬСЯ АВГУСТ ПЯТЬ ЖЕЛТЫЙ ГОРОД БОЛЬ ТРИСТА,7,slovo_dictionary,synth_1299,synthetic
ЧИСТЫЙ РАНЕЕ Е ВТОРНИК ЛЮБОПЫТНЫЙ ПОСТЕПЕННО УЛИЦА,7,slovo_dictionary,synth_1300,synthetic
А ПЛОХО ПЯТЬ ТЫСЯЧ ОПАСНЫЙ МЕДЛЕННЫЙ ОСОБЕННО,6,slovo_dictionary,synth_1301,synthetic
ЗМЕЯ ПРИНЕСТИ НЕЛОВКИЙ; НЕУКЛЮЖИЙ ОКУНАТЬ НЕДОВОЛЬНЫЙ,5,slovo_dictionary,synth_1302,synthetic
БРАТ ОДИННАДЦАТЫЙ СОЧУВСТВИЕ ПИСЬМО ХОЛОДНЫЙ ТЁПЛЫЙ ОСТАНОВИТЬ ОБА,8,slovo_dictionary,synth_1303,synthetic
КОГОТЬ ОСТАВИТЬ У ИСТЕРИК ОДЕРЖИМЫЙ ВТОРНИК,6,slovo_dictionary,synth_1304,synthetic
Я ПРЕДЫДУЩИЙ В ЭТОМ ГОДУ МЕСЯЦ ПЕТЬ,5,slovo_dictionary,synth_1305,synthetic
ДОМИНАНТНЫЙ ГРУБЫЙ КОГДА ВЫРУЧИТЬ В ТО ВРЕМЯ КАК НЕЖНЫЙ ОФИЦИАНТ НЕПРОЗРАЧНОСТЬ,8,slovo_dictionary,synth_1306,synthetic
МАТЬ ПРЕЗИРАТЬ СЛОН ОБЪЯТИЕ ЛЕВЫЙ ВСЁ РОЗОВАТО-ЛИЛОВЫЙ,7,slovo_dictionary,synth_1307,synthetic
УГРЮМЫЙ ПОГОДА НАПРЯЖЕНИЕ ГОД АКТИВНЫЙ,5,slovo_dictionary,synth_1308,synthetic
ПРАВША МЫШЬ ДАТЬ МЕРТВЫЙ СВЕТ ОБЕСПОКОЕННЫЙ ЧЕМОДАН ДО,8,slovo_dictionary,synth_1309,synthetic
ШУТИТЬ ОТЧАЯННЫЙ ВЕРОЯТНО,3,slovo_dictionary,synth_1310,synthetic
Г ЗНАЧИТ РАССТРОЙСТВО,3,slovo_dictionary,synth_1311,synthetic
ПРЕЗИРАТЬ АКУЛА СТРОГИЙ,3,slovo_dictionary,synth_1312,synthetic
ДВА КУВШИН КРОКОДИЛ БЫК ЖАРКИЙ ОТРИЦАТЕЛЬНЫЙ ЧЕТВЕРГ ДОВОЛЕН,8,slovo_dictionary,synth_1313,synthetic
Р СОРОК КУПИТЬ УГРЮМЫЙ ОДАРЕННЫЙ,5,slovo_dictionary,synth_1314,synthetic
БУДУЩЕЕ ЗНАЧИТ ОБЛАДАТЬ РАД УЛИЦА ОТЕЦ ИМПУЛЬС СЧАСТЬЕ ЛЮБОПЫТНЫЙ ПОЗВОЛИТЬ,10,slovo_dictionary,synth_1315,synthetic
СУМКА НЕПРИЯТНЫЙ ПИТЬ НЕПРЕКЛОННЫЙ ПОКА,5,slovo_dictionary,synth_1316,synthetic
УРОНИТЬ СОГЛАСНО ВЕЛИКИЙ Ш,4,slovo_dictionary,synth_1317,synthetic
ФИОЛЕТОВЫЙ АГРЕССИЯ ИСПЫТЫВАТЬ МИЛЫЙ НАХАЛЬНЫЙ САМОПРОВЕРКА С ТЕХ ПОР КАК НАЗАД ЖДАТЬ МУЖЧИНА,10,slovo_dictionary,synth_1318,synthetic
ВЗЯТЬ СТРАСТЬ КРОКОДИЛ,3,slovo_dictionary,synth_1319,synthetic
ВРАЖДЕБНЫЙ ЖИРАФ ТЕБЯ ДВЕ ТЫСЯЧИ ПОСТОЯННЫЙ,5,slovo_dictionary,synth_1320,synthetic
ТОЛЬКО ДВАЖДЫ БЛЕДНЫЙ ОТ ПАМЯТЬ СЧАСТЛИВЫЙ ЗАБОТА СОРОК СКУЧНЫЙ В ПРОШЛОМ ГОДУ,10,slovo_dictionary,synth_1321,synthetic
ЗАВИСТЬ АВГУСТ ЗАЯЦ ДОВОЛЬСТВО ГОВОРИТЬ НЕПОСЛУШНЫЙ ЮГ НАЧАЛО КРОТОСТЬ БЫСТРЫЙ,10,slovo_dictionary,synth_1322,synthetic
БЕЖЕВЫЙ ОДНОВРЕМЕННОСТЬ ОСТАВИТЬ,3,slovo_dictionary,synth_1323,synthetic
ХОРОШИЙ ОБА НОЛЬ,3,slovo_dictionary,synth_1324,synthetic
ВОСЕМНАДЦАТЬ ЖАРИТЬ ИНТЕЛЛЕКТУАЛЬНЫЙ СЧАСТЬЕ УЖЕ НУЖДАТЬСЯ,6,slovo_dictionary,synth_1325,synthetic
ЛИЧНЫЕ КАЧЕСТВА ПОЗДНО КРОМЕ ВРАЖДЕБНЫЙ ВНИЗУ ИМЯ МАЛЬЧИК ВЕСЁЛЫЙ ЛЯГУШКА ДОВОЛЬСТВО,10,slovo_dictionary,synth_1326,synthetic
М СКУЧАЮЩИЙ НЕВИНОВНЫЙ ИМЯ ГЛОТАТЬ ЖАДНО Ь,6,slovo_dictionary,synth_1327,synthetic
Ё ПОПУГАЙ БЕСПОКОЯЩИЙ БЕСПОКОИТЬСЯ ПРЕДЛОЖИТЬ,5,slovo_dictionary,synth_1328,synthetic
ЯСНЫЙ РУБЛЬ Т ВОСЕМЬДЕСЯТ МГНОВЕНИЕ СМЕЛОСТЬ,6,slovo_dictionary,synth_1329,synthetic
КОГДА РЫДАТЬ ИХ ЕДА СМИРИТЬСЯ,5,slovo_dictionary,synth_1330,synthetic
РАСПРЕДЕЛЯТЬ КУБОК СЮРПРИЗ ГОРДОСТЬ ЧАСТЬ,5,slovo_dictionary,synth_1331,synthetic
ОТЕЦ ХОРОШО НЕПРЕКЛОННЫЙ ТОЧНО СМИРИТЬСЯ М МНОГО ЛИЧНЫЕ КАЧЕСТВА,8,slovo_dictionary,synth_1332,synthetic
СМЕХ КЛЕВАТЬ ОБА ГОРДЫЙ,4,slovo_dictionary,synth_1333,synthetic
ГОРЕВАТЬ БЕСПОКОЙНЫЙ ПРОДОЛЖИТЕЛЬНОСТЬ НАЛОГ ИЗНОШЕННЫЙ ДОРОГОЙ ПОГОДА НАЧАЛО,8,slovo_dictionary,synth_1334,synthetic
ЗАБРАТЬ НАЙТИ ДИНОЗАВР ПУСТОЙ ВОЗМОЖНЫЙ НАПРАВЛЕНИЕ МУЖ ИСПУГ КРУЖКА ПРИРУЧЕННЫЙ,10,slovo_dictionary,synth_1335,synthetic
ПОПУГАЙ ВРЕМЕННЫЙ БЫТЬ БЫ ОТТЕНОК ИМ,6,slovo_dictionary,synth_1336,synthetic
КОЗЕЛ РАЗУМНЫЙ ОКУНАТЬ,3,slovo_dictionary,synth_1337,synthetic
РАЗЛИЧНЫЙ ВЕРБЛЮД НАИВНЫЙ ГОЛОДНЫЙ,4,slovo_dictionary,synth_1338,synthetic
СОБИРАТЬ ШЕСТЬ С ТЕХ ПОР КАК,3,slovo_dictionary,synth_1339,synthetic
ПОПУГАЙ ТРУС СМОТРЕТЬ МОТИВИРОВАТЬ РОТ ДЕВОЧКА С ТЕХ ПОР КАК,7,slovo_dictionary,synth_1340,synthetic
АГРЕССИВНЫЙ ДРОЖАТЬ БЫВШИЙ МАТЬ СПРОСИТЬ ГОТОВЫЙ СИНИЙ СКОРБЕТЬ,8,slovo_dictionary,synth_1341,synthetic
ВКУС ПРИЯТНЫЙ ДИЕТА ИЗНОШЕННЫЙ,4,slovo_dictionary,synth_1342,synthetic
ИЗВЕСТНЫЙ УВЕРЕН НЕЖНЫЙ ЗЛО ОТВАЖИТЬСЯ,5,slovo_dictionary,synth_1343,synthetic
НАЧАТЬ СУМАТОХА ОБЕЩАТЬ ПОТРЯСАЮЩИЙ НЕДАВНИЙ КРАСНОВАТЫЙ ПИСЬМО ВДОХНОВЛЯТЬ ЖЕНА Я,10,slovo_dictionary,synth_1344,synthetic
СОЖАЛЕТЬ ВЕРХ 7:45 НЕРВНЫЙ ПРИВЕЗТИ ОБЕСПОКОЕННЫЙ ЭТОТ ИНАЧЕ НЕОБХОДИМЫЙ,9,slovo_dictionary,synth_1345,synthetic
НЕЛОВКИЙ; НЕУКЛЮЖИЙ ИДТИ ПРЕДПОЧИТАТЬ КЛЕТКА ТЕБЕ,5,slovo_dictionary,synth_1346,synthetic
ГОЛОВА ЛЯГУШКА ЧУВСТВОВАТЬ ВЫСОКОМЕРНЫЙ ПРАВША АЛЛИГАТОР УТРО ВОЗБУЖДЕННЫЙ,8,slovo_dictionary,synth_1347,synthetic
КЛЕВАТЬ ЗАБРАТЬ ПОЗДНО ОДЕЖДА,4,slovo_dictionary,synth_1348,synthetic
ВЫСОКИЙ ВНИЗУ ВОСЕМЬ,3,slovo_dictionary,synth_1349,synthetic
ТОЧНО В НАСТОЯЩЕЕ ВРЕМЯ ВДОХНОВЕНИЕ ДЕЛАТЬ,4,slovo_dictionary,synth_1350,synthetic
ЗАКОНЧИТЬ ПОЛОЖИТЬ НЕВЕРИЕ ПОКА (ЧТО) ИЛИ ВСКРУЖИТЬ ТЫ ГОРДЫЙ,8,slovo_dictionary,synth_1351,synthetic
БЫТЬ ПОТРЯСЕННЫМ ОТВРАЩЕНИЕ ГЛАЗ БЛАГОДАРНОСТЬ,4,slovo_dictionary,synth_1352,synthetic
СТОЙКОСТЬ ДЕВОЧКА ЗАСТЕНЧИВЫЙ НАПУГАННЫЙ ПРЕДЛОЖИТЬ ТОСТ ЛЕЖАТЬ,6,slovo_dictionary,synth_1353,synthetic
КЛЮВ БЫСТРО БЕСПОКОЯЩИЙ ВРЕМЯ ДЛЯ ИЗМЕРЕНИЙ ТЕБЕ ЕЙ ЗВЕРЬ,7,slovo_dictionary,synth_1354,synthetic
РАССТРОЕННЫЙ ЯСНЫЙ ИСПОРЧЕННЫЙ ПИТЬЕВАЯ ВОДА ПОМОЩНИК ПОВАРА НЕНАВИДЕТЬ СКОРО НРАВСТВЕННОСТЬ ТРУС Ф,10,slovo_dictionary,synth_1355,synthetic
БЕСПОКОЙСТВО ДОМАШНЕЕ ЖИВОТНОЕ ОБЛАДАТЬ ДЕЛАТЬ ЛЮБОПЫТНЫЙ ДОБРОТА,6,slovo_dictionary,synth_1356,synthetic
ПЯТЬ ТЫСЯЧ РОЗОВАТО-ЛИЛОВЫЙ ПЕРЕВАРИВАНИЕ БАНКЕТ НАЧИНАТЬ,5,slovo_dictionary,synth_1357,synthetic
ПРЕДАННЫЙ ЖЕНАТ ТРИ ТЫСЯЧИ ТОЛЬКО ДЕЛАТЬ НАСЕЛЯТЬ П ВОСЕМЬДЕСЯТ ДОВЕРЯТЬ,9,slovo_dictionary,synth_1358,synthetic
ОПАСНЫЙ ВТОРОЙ КУРИЦА ГОЛОВА СТРАХ ИСПОЛЬЗОВАТЬ ИЗМЕНИТЬ,7,slovo_dictionary,synth_1359,synthetic
СКРОМНЫЙ ВРАЖДЕБНЫЙ СТОЙКОСТЬ НАГЛОСТЬ КРЕСТ Ъ ЖЕСТОКИЙ ДАЖЕ,8,slovo_dictionary,synth_1360,synthetic
ЛЕБЕДЬ РАЗЛИЧНЫЙ МУЖ МИЛЛИОН ПОСЛУШНЫЙ БОЛЬ ПРЕДПОЧИТАТЬ РЕДКО ТЫСЯЧА ОТНОШЕНИЕ,10,slovo_dictionary,synth_1361,synthetic
ОБЕСПОКОЕННЫЙ ЛИЦО ГОЛОВА ОПЯТЬ ОТЧАЯТЬСЯ ЧАС ГОД ЧЕЛОВЕК НАКОНЕЦ,9,slovo_dictionary,synth_1362,synthetic
НАМ ГОЛОДНЫЙ ОСНОВНОЙ ЦВЕТ ГОРЮЮЩИЙ ДЕВЯТЫЙ СПРОСИТЬ,6,slovo_dictionary,synth_1363,synthetic
ЖАЛОСТЬ Ш ЗАКАЗЫВАТЬ ЛУЧШИЙ ИЗМЕНИТЬ СУББОТА ОБА ЖАЖДА ЗАКРЫТЬ БЕСПОКОЯЩИЙ,10,slovo_dictionary,synth_1364,synthetic
РАЗРЫДАТЬСЯ ПЯТЬ РОГА РЕЛИГИЯ ЧТО-НИБУДЬ ГЕНИЙ,6,slovo_dictionary,synth_1365,synthetic
СМУЩЕННЫЙ ДВЕ ТЫСЯЧИ ТЯЖЁЛЫЙ ТРУС ЦВЕТОВОЙ ОТТЕНОК ИМПУЛЬС ОТКЛАДЫВАТЬ ЛИЦЕМЕРНЫЙ ШЕСТОЙ,9,slovo_dictionary,synth_1366,synthetic
СТРАДАНИЕ ЗАВИСТЬ ОБЫЧНЫЙ ПРОДОЛЖИТЬ ЧАШКА ЛЕННОСТЬ ЛЕВЫЙ,7,slovo_dictionary,synth_1367,synthetic
МИНИМУМ ОБЪЯТИЕ ЛУЧШЕ САМОАНАЛИЗ ЗАЯЦ ТРУСЛИВО ПОКАЯНИЕ ПОКА КОЗЕЛ МУЖСКОЙ ТУАЛЕТ,10,slovo_dictionary,synth_1368,synthetic
АГРЕССИЯ ГНЕВ ВИДЕТЬ ЖЕНЩИНА РУЧКА ПОСЛЕ,6,slovo_dictionary,synth_1369,synthetic
ОБЛАДАТЬ СЧАСТЬЕ ЯСНЫЙ ТОГДА АККУРАТНЫЙ ОБРАЗОВАННЫЙ САМОМНЕНИЕ,7,slovo_dictionary,synth_1370,synthetic
ЧУЖОЙ КРАСНЫЙ ГРЯЗНЫЙ КОРИЧНЕВЫЙ,4,slovo_dictionary,synth_1371,synthetic
НАС ВОЗБУЖДЕНИЕ НЕПРОЗРАЧНОСТЬ ВЕРИТЬ ПИСАТЬ РАНО,6,slovo_dictionary,synth_1372,synthetic
ЛАНЧ ВСПОМНИТЬ МУЖЕСТВЕННОСТЬ ПОТРЯСАЮЩИЙ СЕГОДНЯ ГОВОРИТЬ ВРЕД КУСАТЬ С,9,slovo_dictionary,synth_1373,synthetic
ГОВОРИТЬ ГОЛОС ПОСЛЕ ОТКУСЫВАНИЕ ПОЧЕМУ ЧЕРНЫЙ,6,slovo_dictionary,synth_1374,synthetic
ЧАС НРАВСТВЕННОСТЬ ЛЕЖАТЬ ОБМАНЧИВОСТЬ ОДИННАДЦАТЫЙ АКТИВНЫЙ ВЛЮБЛЕННЫЙ,7,slovo_dictionary,synth_1375,synthetic
ЖАДНЫЙ НРАВСТВЕННОСТЬ В ПРОШЛОМ ГОДУ ОСНОВНОЙ ЦВЕТ Т НАПРАВЛЕНИЕ АППЕТИТ,7,slovo_dictionary,synth_1376,synthetic
ИНТЕЛЛЕКТУАЛЬНЫЙ СУМКА ПРОЩАНИЕ МОТИВИРОВАТЬ ЛЕБЕДЬ РАБ ПЧЕЛА,7,slovo_dictionary,synth_1377,synthetic
СОРОК ВОСХОД СОЛНЦА СКУЧНЫЙ ИГРАТЬ ИМПУЛЬС ТИГР ОБРАЗОВАННЫЙ,7,slovo_dictionary,synth_1378,synthetic
ДЕШЁВЫЙ ЧИСТЫЙ НЕПРЕКЛОННЫЙ СЕРЕБРО МЫШЬ ПОВАР,6,slovo_dictionary,synth_1379,synthetic
ЗАНЯТЫЙ ПЕРЕВАРИВАНИЕ КРЫЛО,3,slovo_dictionary,synth_1380,synthetic
СНАЧАЛА РОЗОВЫЙ ДАТЬ ДЕШЁВЫЙ ЗАЯЦ СТОРОНА ОБЕЗЬЯНА ЧЕТВЕРГ,8,slovo_dictionary,synth_1381,synthetic
САМОВОСПРИЯТИЕ ЛИСА Р НЕПОСЛУШНЫЙ ЖАЖДУЩИЙ ПОВАР НАДОЕЛО СЕРДИТЫЙ,8,slovo_dictionary,synth_1382,synthetic
ПЛАТА ЗА ВХОД КРОМЕ ГАЗЕТА РЫЧАТЬ МОЛОДОЙ ВЫСОКОМЕРНЫЙ,6,slovo_dictionary,synth_1383,synthetic
НАКРЫВАТЬ НА СТОЛ Н РАЗУМНЫЙ,3,slovo_dictionary,synth_1384,synthetic
ДЕСЯТЬ ЧЕТВЕРТЫЙ ВОРОТНИК МАТЬ ОСТРОУМИЕ НАШЕСТВИЕ,6,slovo_dictionary,synth_1385,synthetic
ТРУДНЫЙ ПЯТЬДЕСЯТ СЛАБОСТЬ МУЖЧИНА,4,slovo_dictionary,synth_1386,synthetic
ВАМ НОВОСТИ ГЕНИЙ,3,slovo_dictionary,synth_1387,synthetic
СИНИЙ ПЯТНАДЦАТЬ ИЗМОЖДЕННЫЙ ЗАЯЦ СУМАТОХА ПОЛОЖИТЬ СНАЧАЛА ДВЕНАДЦАТЬ,8,slovo_dictionary,synth_1388,synthetic
НОСОРОГ ДВЕНАДЦАТЬ ВЛЮБЛЕННЫЙ КРАСНЫЙ СПОСОБ ЕСЛИ,6,slovo_dictionary,synth_1389,synthetic
ПОЧКИ РАБОТАТЬ ПРИЕМ ПИЩИ ПУСТОЙ НЕСЧАСТЬЕ Э ОДОЛЖИТЬ СМЕШНОЙ,8,slovo_dictionary,synth_1390,synthetic
БИЛЕТ НАИВНЫЙ ЛЕННОСТЬ ЧЕРНЫЙ ВЕЗДЕ ВНУТРЕННЕЕ,6,slovo_dictionary,synth_1391,synthetic
ХУДШИЙ ПЛАКАТЬ НОЧЬ,3,slovo_dictionary,synth_1392,synthetic
ЖАДНОСТЬ РЫБА БАБОЧКА ВЫХОДНЫЕ САМООБМАН НАС ЗРЕЛИЩНЫЙ,7,slovo_dictionary,synth_1393,synthetic
ЖИРАФ КУПИТЬ ДОМОГАТЬСЯ ДОБРЫЙ НАЗАД ПОСЛЕДНИЙ ВОЗМОЖНЫЙ,7,slovo_dictionary,synth_1394,synthetic
ВАС САМООБМАН ЖЕЛАНИЕ Ш ПОТОМ ЖИЗНЬ МИНУТА О НАД,9,slovo_dictionary,synth_1395,synthetic
ПЯТНАДЦАТЬ НЕМНОГО ОТЛОЖИТЬ ВЗЯТЬ НЕДОБРЫЙ,5,slovo_dictionary,synth_1396,synthetic
ПОЧЕМУ ВРЕМЯ ОТ ПОЧКИ ДОВОЛЕН ВРАЖДЕБНЫЙ,6,slovo_dictionary,synth_1397,synthetic
ВЕРХ БЕСПОКОЙСТВО ПРИВЫК НАКОНЕЦ 7:45,5,slovo_dictionary,synth_1398,synthetic
ОФИЦИАНТ ПУТЕШЕСТВОВАТЬ ЧЕТВЕРГ ТЕРЯТЬ,4,slovo_dictionary,synth_1399,synthetic
ТРУС ДЕЛАТЬ СЛОВО ВЕСЕЛЫЙ БЕГЕМОТ РОЗОВАТО-ЛИЛОВЫЙ,6,slovo_dictionary,synth_1400,synthetic
СМИРИТЬСЯ МИЛЕНЬКИЙ БАШЕННЫЕ ЧАСЫ СУМКА ВНИЗ В ТВЕРДЫЙ КАНУН ВЕРХ ВАС,10,slovo_dictionary,synth_1401,synthetic
ТРИ ТЫСЯЧИ ЧАС Я,3,slovo_dictionary,synth_1402,synthetic
ЦВЕТА ЕЩЕ НЕТ ПИТЬ ПОДОЗРЕВАТЬ САМОПРОВЕРКА АНИМАТОР ЛИТЬ,7,slovo_dictionary,synth_1403,synthetic
ОТЕЦ О ПРАГМАТИЧНЫЙ КОШКА МИЛЛИОН ВЕЧЕР ПУТЕШЕСТВОВАТЬ,7,slovo_dictionary,synth_1404,synthetic
ДОМИНАНТНЫЙ ТРУСЛИВО НЕ ВЕЖЛИВЫЙ РАДОСТЬ ДОМ ПОСТЕПЕННО МИЛОСЕРДНЫЙ ИСПОЛЬЗОВАТЬ Ь,10,slovo_dictionary,synth_1405,synthetic
ДЕШЁВЫЙ КРОКОДИЛ К ПАУЧЬЯ СЕТЬ НЕРАДИВЫЙ,5,slovo_dictionary,synth_1406,synthetic
"ВОЗМОЖНО ВЕРНЫЙ НЕЖНЫЙ, МЯГКИЙ СЕМЬ",4,slovo_dictionary,synth_1407,synthetic
ПОДОЗРЕВАТЬ СЕВЕР СЛАБОСТЬ ОТЧАЯННЫЙ РАЗУМНЫЙ ТОЖЕ РАЗЪЯРЕННЫЙ НЕВОЗМОЖНЫЙ НЕРАДИВЫЙ,9,slovo_dictionary,synth_1408,synthetic
ГЕНИЙ ВОСЕМНАДЦАТЬ РАДОСТЬ НЕПРОЗРАЧНОСТЬ,4,slovo_dictionary,synth_1409,synthetic
ГЕНИЙ ЛОСЬ НАРУЖУ ЗАТЯГИВАТЬ ЗАПАСЛИВЫЙ НАЧАЛО НЕОЖИДАННЫЙ ГОТОВЫЙ ТЁМНЫЙ,9,slovo_dictionary,synth_1410,synthetic
КАНУН ЖАРКИЙ ТОЖЕ МАЛЕНЬКИЙ СКАЗАТЬ РАЗЛИЧНЫЙ ТАМ КОМНАТА В ВОСЕМЬ ПЯТНАДЦАТЬ,9,slovo_dictionary,synth_1411,synthetic
ГНЕВ ПРИЕМ ПИЩИ КРАСНЫЙ ХОТЕТЬ,4,slovo_dictionary,synth_1412,synthetic
ПЛАКАТЬ ПЛОХОЙ СЕСТРА,3,slovo_dictionary,synth_1413,synthetic
